"short_name","nationality","overall","potential","wage_eur","value_eur","age","height_cm","weight_kg","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes"
"T. Vermaelen","Belgium",78,78,10000,4900000,33,183,80,63,52,82,80,56,55,61,64,78,68,64,64,61,70,58,78,89,37,79,68,77,75,41,56,62,74,74,79,80,9,10,7,11,15
"D. Abraham","Argentina",78,78,33000,6500000,32,188,83,44,46,79,73,65,44,45,67,75,59,72,78,59,76,55,74,81,68,80,63,79,77,31,49,54,78,78,81,72,6,10,12,9,8
"S. Nasri","France",78,78,23000,8000000,32,175,75,76,70,42,77,72,79,77,79,72,80,74,71,81,74,87,74,47,55,57,75,33,37,75,76,74,80,34,37,44,9,9,9,9,9
"I. Khune","South Africa",78,78,1000,6500000,32,181,81,20,16,14,31,13,29,19,40,45,32,35,35,67,76,48,68,71,25,70,20,38,24,16,70,49,48,17,16,15,75,74,90,76,80
"A. Masiello","Italy",78,78,48000,4900000,33,184,82,60,23,76,66,52,54,47,35,68,62,55,54,58,79,56,63,77,58,71,41,79,82,30,36,31,78,78,82,79,14,7,12,12,12
"R. Bertrand","England",78,78,53000,8500000,29,179,80,80,50,68,76,43,77,74,66,70,78,75,76,73,76,69,59,71,73,67,54,73,76,63,51,52,76,73,81,80,11,13,15,10,15
"J. dos Santos","Mexico",78,78,11000,10000000,29,172,73,76,61,55,82,69,78,77,70,78,79,74,70,74,77,80,72,66,78,65,73,72,67,73,75,59,77,70,71,71,15,15,7,10,12
"Gervinho","Ivory Coast",78,78,49000,8000000,32,179,65,75,72,63,73,70,80,69,43,67,78,91,90,88,76,76,69,60,75,54,64,51,39,78,74,63,68,35,29,15,14,5,12,10,13
"N. Sahin","Turkey",78,78,28000,8500000,30,180,73,79,61,64,82,80,76,82,80,83,81,34,29,73,82,72,83,72,60,70,76,66,78,67,81,39,84,75,73,79,13,10,13,12,11
"S. Defour","Belgium",78,78,39000,9000000,31,175,72,77,67,62,79,70,77,78,76,78,78,65,55,67,79,77,76,70,68,63,74,79,78,73,77,71,80,76,74,71,7,6,14,16,10
"K. Mirallas","Belgium",78,78,75000,9000000,31,182,72,77,71,64,80,75,81,77,76,75,82,77,75,79,74,73,77,68,69,58,72,58,35,76,67,75,73,31,52,51,8,10,14,13,15
"Manu Garcia","Spain",78,78,27000,6000000,33,182,74,65,69,70,79,45,70,55,56,78,76,34,53,60,78,66,76,76,76,74,68,88,79,75,77,71,74,75,81,75,8,14,9,7,11
"Coke","Spain",78,78,24000,6500000,32,177,74,79,66,83,77,56,72,70,46,68,79,75,74,69,80,69,70,84,75,68,60,76,78,69,60,74,66,79,77,76,10,9,13,6,16
"V. Moses","Nigeria",78,78,66000,10500000,28,177,77,76,67,70,76,64,82,75,61,70,81,78,76,75,76,82,74,66,80,69,69,62,73,72,72,75,75,74,74,71,9,7,8,16,16
"C. Ansaldi","Argentina",78,78,45000,8000000,32,181,76,82,57,65,79,68,80,77,47,76,81,74,75,76,79,68,68,70,75,65,66,78,76,71,75,52,81,76,79,79,15,15,11,8,8
"S. Mignolet","Belgium",78,78,19000,6500000,31,193,87,11,11,16,37,16,14,16,12,34,26,50,52,34,74,52,47,69,31,72,16,34,21,14,43,41,61,7,14,16,79,72,62,75,80
"J. Tomkins","England",78,78,51000,8500000,30,192,74,45,29,78,70,28,50,33,31,60,59,37,44,47,76,48,40,76,64,79,29,80,78,38,54,43,74,81,80,78,11,8,6,9,14
"F. Caicedo","Ecuador",78,78,52000,10000000,30,183,82,59,76,75,79,75,77,66,68,66,79,73,74,60,78,67,84,75,61,92,68,80,43,82,75,73,70,32,44,47,7,13,7,8,10
"V. Birsa","Slovenia",78,78,35000,8000000,32,184,81,76,62,60,80,73,80,78,78,75,84,65,68,66,73,66,84,66,66,75,83,55,49,75,79,76,76,68,52,40,3,5,5,5,3
"D. Mbokani","DR Congo",78,78,17000,6500000,33,185,73,52,77,78,75,72,75,68,57,58,82,69,67,78,74,66,77,73,72,82,69,68,38,85,74,73,86,35,36,28,8,6,9,10,12
"C. Zapata","Colombia",78,78,18000,6500000,32,186,78,45,22,76,50,22,55,38,24,58,55,59,63,58,64,58,60,82,58,84,28,78,80,35,38,38,68,86,82,78,3,5,3,5,3
"J. Hernandez","Mexico",78,78,82000,9500000,31,175,73,64,83,78,65,72,72,67,52,56,77,75,66,75,80,78,75,83,65,53,66,59,26,85,70,74,79,21,29,25,14,12,9,12,11
"P. Diop","Senegal",78,78,23000,5000000,33,179,77,58,57,75,72,67,63,70,69,74,76,42,46,62,75,67,82,79,74,89,71,89,79,59,65,61,73,76,79,77,8,8,9,13,16
"M. Sulejmani","Serbia",78,78,26000,10000000,30,179,73,79,75,47,75,70,80,82,84,68,81,81,85,84,75,79,75,46,62,59,76,32,26,74,70,73,70,27,36,26,13,15,8,13,16
"D. Da Silva","France",78,78,39000,7500000,31,184,82,49,25,80,73,36,42,38,31,71,69,51,65,60,67,61,57,78,65,78,41,82,78,39,40,43,73,77,79,77,6,8,12,16,11
"Guilherme","Russia",78,78,1000,5500000,33,195,95,13,11,13,39,13,16,19,12,33,21,37,40,54,74,30,54,62,34,71,16,35,21,13,55,12,65,14,16,18,82,73,72,78,80
"S. Jovetic","Montenegro",78,78,45000,10500000,29,183,79,72,79,73,80,79,80,85,72,64,83,65,68,77,76,67,81,70,60,68,80,50,30,80,82,80,78,31,32,30,9,7,5,9,10
"M. Caceres","Uruguay",78,78,44000,6500000,32,180,78,69,37,75,69,65,68,68,41,65,69,72,75,78,73,76,70,91,63,74,59,78,80,50,58,50,78,80,78,78,2,3,4,2,4
"J. Holebas","Greece",78,78,42000,2900000,35,185,81,85,57,74,78,50,73,76,71,69,80,68,69,66,74,71,82,73,77,70,72,89,71,62,64,57,72,74,82,79,15,13,13,14,16
"N. Amrabat","Morocco",78,78,41000,8000000,32,180,85,79,73,68,78,73,80,77,68,67,78,81,77,86,74,78,81,53,73,78,72,71,54,73,78,77,71,35,65,55,11,14,7,6,13
"T. Deeney","England",78,78,69000,9500000,31,183,90,56,77,83,74,78,68,68,49,61,77,54,59,62,78,68,86,83,73,91,75,85,31,79,74,82,78,38,30,25,10,11,16,12,15
"L. Fejsa","Serbia",78,78,14000,8500000,30,184,80,50,49,73,76,53,66,43,57,72,68,53,54,55,75,58,73,73,75,78,62,91,84,50,61,56,75,81,82,75,14,12,13,11,14
"D. Schwaab","Germany",78,78,18000,8500000,30,186,76,64,32,77,75,49,63,55,40,69,71,65,68,63,76,63,54,73,74,77,29,69,79,49,63,55,73,80,77,78,10,10,15,9,6
"O. Karnezis","Greece",78,78,44000,5500000,33,190,81,19,16,24,22,14,15,11,11,36,23,44,34,45,75,49,54,64,33,66,18,18,23,10,47,21,60,20,15,24,78,76,72,77,79
"N. Petersen","Germany",78,78,30000,10000000,30,188,82,58,82,82,65,83,63,57,45,49,70,56,61,63,83,57,79,66,80,76,71,60,39,84,61,75,82,46,44,21,11,7,15,13,7
"P. Piatti","Argentina",78,78,30000,10000000,30,163,63,78,76,71,76,72,81,80,58,70,75,87,81,78,75,91,63,76,62,48,72,55,51,77,75,64,70,52,35,38,10,8,13,8,10
"S. Wagner","Germany",78,78,20000,9500000,31,194,92,49,83,86,63,76,62,51,54,42,74,53,63,54,78,40,83,61,66,90,69,86,19,84,47,65,72,37,39,12,6,15,8,7,12
"Bruno","Spain",78,78,25000,4300000,35,184,73,60,68,61,83,48,74,72,77,82,76,32,31,40,74,56,78,56,34,70,75,76,76,71,83,75,82,77,78,77,13,10,9,11,8
"Adrien Silva","Portugal",78,78,75000,9500000,30,175,69,77,67,61,81,74,77,79,74,80,80,61,55,66,76,68,83,53,69,59,77,79,78,73,77,84,77,60,76,72,15,6,8,10,7
"Mikel San Jose","Spain",78,78,26000,9500000,30,187,79,47,63,82,81,75,65,31,44,80,74,37,47,37,78,43,79,76,75,85,76,76,81,71,79,51,79,77,80,74,10,6,10,8,16
"D. Welbeck","England",78,78,72000,10500000,28,185,73,69,75,77,75,76,78,61,62,64,77,74,79,76,76,62,78,80,68,75,68,75,32,77,70,70,75,47,38,33,9,10,6,12,16
"R. Zieler","Germany",78,78,25000,7000000,30,188,81,15,10,13,25,12,12,11,10,22,22,46,50,43,79,41,53,69,32,55,14,32,21,15,42,24,58,20,12,13,76,73,70,78,81
"A. Barnes","England",78,78,44000,10500000,29,186,84,66,80,79,72,75,72,62,56,65,79,64,60,66,78,71,84,83,77,80,65,90,41,79,70,80,78,43,46,39,6,10,11,10,10
"C. Grenier","France",78,78,45000,10500000,28,186,72,79,70,69,80,71,77,80,81,80,81,53,55,64,71,74,84,53,72,72,79,63,64,78,80,78,78,64,59,49,14,11,10,11,6
"Camacho","Spain",78,78,44000,9000000,29,183,75,50,58,82,80,52,64,62,59,74,74,55,53,67,78,63,76,84,55,74,54,83,84,66,76,48,75,77,80,73,9,13,15,8,10
"Rafael Carioca","Brazil",78,78,63000,8500000,30,179,72,70,56,51,81,58,74,70,55,78,77,71,73,73,75,76,76,56,85,64,72,78,78,69,75,63,81,74,77,74,9,13,11,12,14
"Alan Carvalho","Brazil",78,78,28000,10500000,29,184,72,66,79,72,68,76,83,78,72,59,79,83,83,88,75,75,74,81,75,74,68,54,39,78,72,76,70,41,12,18,11,7,14,7,16
"R. Boudebouz","Algeria",78,78,36000,10000000,29,177,74,80,77,45,78,73,80,83,82,75,78,69,72,78,73,74,77,61,61,60,75,53,35,74,82,90,75,51,35,30,10,12,16,10,14
"A. Mehmedi","Switzerland",78,78,52000,10500000,28,183,78,74,76,60,75,80,81,73,58,58,81,70,72,77,81,76,81,64,70,67,74,68,44,81,74,69,75,43,43,36,13,14,8,15,16
"Daniel Carrico","Portugal",78,78,17000,8500000,30,180,80,61,48,77,75,47,58,39,54,75,64,35,42,58,71,66,66,92,56,75,50,85,76,57,62,62,73,79,78,79,14,10,15,15,12
"S. Rudy","Germany",78,78,35000,9000000,29,179,74,73,62,59,81,66,77,82,79,80,82,66,63,75,79,74,73,65,77,66,72,58,81,72,79,71,80,79,74,72,13,8,13,12,10
"Souza","Brazil",78,78,38000,8500000,30,188,80,63,54,75,76,44,71,68,60,73,77,67,69,69,71,66,77,65,91,83,71,82,79,66,66,62,74,77,80,74,10,12,7,10,8
"B. Hubner","Germany",78,78,35000,8500000,29,193,86,47,20,84,57,45,58,40,42,49,63,52,54,43,77,48,52,61,61,80,22,76,79,41,51,50,71,81,83,79,16,8,7,8,16
"Iborra","Spain",78,78,33000,9000000,31,190,80,53,66,79,83,66,69,66,70,81,80,34,35,51,75,32,79,67,65,88,65,75,77,77,78,73,78,78,76,73,14,11,6,15,8
"J. Baumgartlinger","Austria",78,78,53000,8000000,31,184,86,63,39,69,81,50,65,47,49,71,74,66,70,65,74,64,73,78,87,77,39,84,77,62,64,59,75,79,80,75,9,13,10,9,14
"Rafael","Brazil",78,78,61000,9000000,28,172,78,77,53,64,77,59,80,77,51,70,78,82,77,79,80,83,72,82,81,73,62,85,79,79,72,58,76,73,77,77,14,7,6,12,8
"B. Mee","England",78,78,37000,8500000,29,183,82,57,36,78,61,29,59,45,31,63,62,60,61,63,75,67,60,91,72,82,39,82,79,40,60,42,74,78,79,78,15,7,12,10,14
"De Marcos","Spain",78,78,23000,8000000,30,182,80,80,59,59,75,57,76,77,53,69,73,78,86,73,80,72,73,77,91,72,56,77,76,76,66,55,75,69,74,74,8,6,13,15,9
"M. Hitz","Switzerland",78,78,49000,6500000,31,194,89,12,27,18,29,26,13,15,17,33,17,41,46,41,72,31,47,67,38,78,12,25,23,8,15,22,42,13,15,14,80,77,63,79,80
"N. Clyne","England",78,78,77000,9000000,28,175,67,78,54,68,76,45,76,64,39,66,78,74,68,77,76,75,74,69,75,64,69,76,78,67,64,46,75,76,80,80,10,11,13,15,7
"B. Andre","France",78,78,42000,10500000,28,180,76,72,61,79,80,56,75,68,46,79,76,67,73,73,76,72,69,91,89,78,65,79,78,70,76,66,76,75,78,71,8,14,15,7,10
"M. Antonio","England",78,78,79000,10000000,29,178,82,75,72,84,75,64,79,66,60,72,76,82,87,83,76,76,75,91,74,85,70,82,45,76,74,73,70,54,56,53,12,13,8,14,10
"P. Gro?","Germany",78,78,52000,10500000,28,181,78,84,72,53,80,65,74,82,77,80,77,60,57,66,76,73,74,71,79,71,74,66,66,76,84,65,78,57,62,61,8,15,15,16,11
"J. Gu?mundsson","Iceland",78,78,40000,10500000,28,179,77,80,70,64,77,72,78,79,77,75,77,75,75,76,77,76,82,78,76,67,74,66,62,74,79,70,78,60,63,55,7,6,14,10,8
"D. Ginczek","Germany",78,78,52000,10500000,28,190,85,31,78,74,64,78,69,49,58,37,73,67,84,54,76,53,85,64,59,90,66,80,29,79,58,76,71,30,45,19,13,6,15,7,15
"S. Cook","England",78,78,61000,9000000,28,185,82,41,32,80,71,33,55,44,32,64,67,54,52,55,77,65,48,77,66,78,26,79,77,29,45,42,70,77,78,77,14,12,7,14,12
"Jaume Costa","Spain",78,78,33000,7500000,31,171,62,80,57,70,79,38,69,67,59,65,79,77,76,72,69,76,75,71,66,67,64,85,80,66,57,56,69,78,78,79,10,11,16,10,14
"R. Soriano","Italy",78,78,36000,10500000,28,182,76,77,72,67,79,73,80,78,56,77,79,72,71,78,73,72,77,64,65,68,77,71,68,75,78,62,75,67,66,65,15,10,9,14,13
"G. Medel","Chile",78,78,58000,8000000,31,171,65,50,31,68,79,58,63,35,45,67,70,67,69,78,80,92,65,82,83,82,59,89,79,58,65,58,80,74,83,76,14,7,9,6,6
"D. Didavi","Germany",78,78,32000,10000000,29,180,77,75,76,58,79,75,80,78,76,74,80,69,65,74,78,73,86,76,60,75,84,67,51,77,72,65,80,36,59,49,12,11,10,14,6
"Hugo Mallo","Spain",78,78,25000,9000000,28,173,69,78,28,65,71,28,69,78,38,68,78,67,69,74,80,65,71,78,83,68,39,76,78,46,64,23,70,69,81,82,14,9,7,9,15
"A. Townsend","England",78,78,55000,11000000,27,178,73,78,73,48,75,72,81,80,78,67,80,79,78,78,76,77,83,44,86,61,82,76,37,74,75,76,71,41,35,34,13,11,11,11,13
"T. Cairney","Scotland",78,78,49000,10500000,28,186,84,72,71,60,81,68,78,76,72,76,81,67,60,79,75,71,73,57,66,68,75,54,58,74,78,65,76,62,62,51,14,12,7,6,7
"A. Finnbogason","Iceland",78,78,30000,10000000,30,184,80,37,83,68,71,79,75,56,51,67,75,66,66,65,82,66,78,66,54,78,77,64,20,86,72,89,83,30,32,34,6,15,16,15,11
"N. Lodeiro","Uruguay",78,78,10000,10000000,30,170,69,81,65,42,79,70,78,81,77,76,81,69,67,77,79,77,71,65,88,61,76,69,49,75,78,76,78,50,52,40,12,16,11,7,15
"G. Krychowiak","Poland",78,78,1000,9000000,29,186,85,59,42,75,79,40,65,52,62,80,77,61,68,59,74,52,81,74,75,83,69,80,76,52,68,78,80,72,77,71,15,14,8,6,7
"B. Stambouli","France",78,78,32000,9000000,28,180,82,45,50,72,77,40,67,42,43,79,76,63,63,67,78,65,65,71,76,76,62,78,80,60,74,50,80,82,80,75,8,13,11,15,15
"K. Malcuit","France",78,78,54000,9000000,27,178,77,79,66,65,77,56,80,62,47,72,76,83,86,78,74,76,66,72,77,73,56,77,73,66,68,55,69,74,77,77,12,13,12,9,11
"Nolito","Spain",78,78,19000,8000000,32,175,72,78,79,56,77,65,78,81,80,69,80,70,67,76,79,74,74,63,59,63,79,73,50,80,76,74,79,49,39,27,10,15,12,8,8
"S. Rode","Germany",78,78,35000,9000000,28,179,75,66,55,66,77,55,72,51,52,72,75,68,66,69,78,74,75,76,75,74,65,85,79,69,74,51,75,78,77,74,9,8,14,7,11
"A. Marchesin","Argentina",78,78,11000,6500000,31,188,85,18,14,11,37,15,24,16,15,34,20,49,52,68,75,60,56,75,38,59,12,45,15,18,65,14,64,22,15,15,77,75,74,79,81
"G. Ramirez","Uruguay",78,78,39000,10500000,28,183,78,74,74,57,80,71,80,79,79,77,81,65,61,77,74,73,76,65,60,51,76,69,32,74,79,73,76,30,45,39,14,15,7,7,8
"M. Rojo","Argentina",78,78,95000,8500000,29,187,85,72,50,77,72,48,63,67,57,72,66,67,67,67,74,63,80,81,55,79,63,92,76,53,57,55,70,72,78,79,7,8,12,15,10
"J. Gouweleeuw","Netherlands",78,78,25000,9500000,27,188,78,60,46,72,68,49,60,45,36,80,66,68,70,66,78,64,72,68,68,78,77,78,82,61,71,42,74,80,82,76,13,7,16,13,7
"G. Defrel","France",78,78,48000,10500000,28,179,77,70,79,68,67,75,83,67,69,60,82,87,85,81,75,72,79,42,56,56,78,53,37,81,75,69,75,50,15,18,14,15,11,12,7
"Alvaro","Spain",78,78,36000,8500000,29,183,75,51,22,73,69,31,48,47,45,57,64,70,71,65,73,72,65,92,77,73,20,89,79,45,39,36,67,76,78,81,8,13,12,12,8
"A. Carrillo","Peru",78,78,43000,10500000,28,181,78,78,73,70,73,74,85,78,55,62,82,86,86,81,74,75,76,73,67,72,75,53,34,74,73,68,73,26,32,25,11,14,13,12,7
"S. Garcia","Uruguay",78,78,17000,10500000,28,181,80,55,82,75,61,76,71,68,75,54,74,67,65,68,72,60,82,75,75,89,73,86,25,83,71,77,77,20,24,15,12,12,11,9,9
"Djaniny","Cape Verde",78,78,47000,10500000,28,190,78,65,79,73,70,66,78,64,53,64,78,80,85,77,76,67,76,71,83,81,63,55,47,78,73,67,77,28,25,21,11,8,16,10,8
"Z. Feddal","Morocco",78,78,25000,8500000,29,192,83,57,40,79,75,49,58,36,38,73,67,45,61,45,68,32,67,71,61,79,56,81,77,52,47,48,69,78,79,77,13,14,12,10,8
"L. Pavoletti","Italy",78,78,38000,10000000,30,188,85,33,82,93,68,80,66,49,28,36,74,62,58,64,77,60,80,86,70,84,56,69,24,83,56,67,76,49,21,17,15,6,12,14,9
"R. Olsen","Sweden",78,78,33000,7500000,29,196,86,20,11,16,32,16,11,18,16,37,18,31,40,32,73,33,57,40,37,75,14,27,20,13,55,26,45,22,12,16,78,77,76,78,78
"G. Pizarro","Argentina",78,78,66000,9000000,29,185,74,62,59,68,79,62,69,66,54,73,74,58,44,62,71,40,69,74,90,80,65,87,77,67,71,60,75,74,80,76,7,12,16,15,7
"M. de Roon","Netherlands",78,78,54000,10500000,28,185,76,64,60,75,79,64,71,61,48,75,77,66,65,62,80,74,76,79,90,73,77,82,81,69,73,83,78,79,79,78,14,15,7,12,12
"H. Sakai","Japan",78,78,36000,8500000,29,183,70,74,46,71,72,41,64,67,55,65,69,78,78,71,76,68,72,76,90,74,58,79,74,74,60,36,77,77,77,80,13,8,11,10,9
"G. Kanga","Gabon",78,78,1000,10500000,28,167,65,72,68,57,79,63,78,69,72,79,80,80,71,91,78,91,80,54,83,61,81,63,54,64,79,82,84,45,59,55,9,15,10,9,9
"F. Fabra","Colombia",78,78,25000,9000000,28,174,80,78,60,67,75,33,80,66,34,63,76,88,90,85,72,76,67,86,90,74,57,74,72,74,69,55,80,68,75,76,7,15,13,9,7
"G. Cano","Argentina",78,78,6000,9500000,31,176,72,44,83,73,69,78,73,66,56,61,78,63,73,75,76,68,82,74,72,70,73,48,35,81,68,83,78,44,23,19,14,10,8,6,13
"C. Izquierdoz","Argentina",78,78,24000,8500000,30,185,89,44,45,82,72,50,49,32,43,63,63,50,50,34,74,51,64,85,77,86,54,74,80,35,33,63,58,78,76,76,8,11,7,8,8
"A. Donatti","Argentina",78,78,22000,6500000,32,192,86,38,53,86,70,36,50,68,76,68,62,46,53,49,71,32,80,84,70,85,67,76,78,55,35,48,59,79,75,75,13,10,6,15,12
"I. Fernandez","Argentina",78,78,27000,10000000,29,182,67,73,69,63,81,66,81,78,75,75,79,73,75,79,73,69,76,46,81,69,78,72,66,76,80,68,79,67,64,59,7,8,14,10,12
"N. Dominguez","Argentina",78,78,23000,9000000,29,184,81,58,61,68,77,43,66,44,56,80,75,58,56,60,73,60,77,71,81,79,69,69,75,56,80,55,73,77,77,78,15,13,12,11,16
"Marcelo Goiano","Brazil",78,78,16000,7500000,31,176,69,78,34,67,74,40,77,68,34,61,76,77,75,77,77,74,71,73,91,64,65,79,77,69,52,41,73,76,78,77,13,7,15,7,14
"J. Seri","Ivory Coast",78,78,64000,10500000,27,171,73,72,65,60,83,47,75,80,81,81,83,75,62,85,73,80,76,64,75,56,74,67,69,70,78,67,81,69,71,65,14,13,9,10,12
"R. Battaglia","Argentina",78,78,15000,10500000,27,187,79,46,61,68,78,53,74,45,59,76,76,64,68,60,75,61,76,70,85,75,78,87,82,75,72,57,73,81,83,76,7,7,7,9,9
"G. Arias","Chile",78,78,18000,6500000,31,187,91,15,19,17,37,14,15,18,20,19,20,35,39,34,68,56,56,60,32,60,16,25,16,17,47,24,42,10,15,14,79,73,74,80,81
"O. Al Soma","Syria",78,78,45000,10000000,30,190,86,68,80,77,70,67,73,69,74,65,75,70,70,69,75,66,85,63,79,89,76,67,43,76,71,76,71,31,33,34,9,7,15,12,13
"M. Campana","Uruguay",78,78,18000,7000000,30,185,75,21,16,18,33,12,18,15,13,28,31,42,48,40,71,44,59,60,19,81,17,27,26,18,60,23,54,25,16,18,79,75,78,79,80
"Ronaldo Esler","Brazil",78,78,34000,7500000,31,168,65,78,45,60,76,55,76,54,49,59,74,88,86,86,80,90,78,59,76,33,68,73,75,69,68,49,76,75,77,76,13,13,16,8,9
"Claudio Cointra","Brazil",78,78,22000,4500000,35,174,71,74,73,45,75,77,75,86,74,75,76,87,74,86,82,83,74,58,75,57,68,42,32,78,79,73,84,17,28,21,8,15,15,13,8
"Everticinho","Brazil",78,78,29000,7500000,31,176,75,76,69,60,76,71,76,76,68,59,75,84,76,79,80,70,72,61,88,68,74,73,72,76,64,64,80,78,75,77,7,8,8,8,7
"Sidney Pessinho","Brazil",78,78,27000,9500000,27,187,85,71,56,62,75,45,72,81,77,77,71,72,72,51,81,55,73,61,76,88,72,77,76,52,72,67,67,80,76,76,11,15,8,7,7
"Junior Moraes","Ukraine",78,78,1000,8500000,32,176,70,36,82,69,74,71,74,53,35,33,75,78,79,72,80,73,70,68,74,69,76,46,41,84,64,70,69,22,13,13,11,12,8,5,10
"D. Upamecano","France",77,88,30000,14000000,20,185,83,47,39,71,72,21,59,32,28,66,64,70,80,61,67,63,44,88,61,88,24,81,75,35,56,39,68,68,84,75,6,7,8,15,9
"E. Audero","Italy",77,87,21000,11500000,22,192,83,13,16,19,29,18,19,12,12,19,18,55,49,53,75,51,55,65,25,55,19,24,11,9,30,22,56,10,10,10,80,73,73,74,80
"D. Calabria","Italy",77,87,29000,13000000,22,176,70,79,30,64,75,58,73,76,48,68,74,78,74,81,74,78,62,68,79,60,48,78,77,42,50,48,74,78,78,77,8,14,15,12,7
"E. Palacios","Argentina",77,87,18000,14000000,20,177,66,69,71,63,77,60,77,68,47,75,78,75,78,79,74,78,80,73,87,68,78,75,68,73,75,63,78,66,71,69,10,5,8,9,6
"M. Grujic","Serbia",77,87,22000,13000000,23,191,86,62,73,79,79,62,81,62,51,75,80,59,64,69,77,56,76,79,74,77,67,78,73,75,77,57,83,73,75,74,9,14,8,12,13
"P. Cutrone","Italy",77,87,58000,14500000,21,183,78,48,80,76,70,72,74,68,42,34,76,72,74,69,74,76,74,75,68,73,62,60,14,80,56,68,72,36,20,18,10,7,7,10,5
"D. Brooks","Wales",77,86,44000,14000000,21,183,62,76,73,61,77,61,80,73,67,68,78,74,75,81,74,77,70,64,74,62,72,64,43,75,77,65,78,47,49,44,8,14,9,13,7
"M. Vargas","Argentina",77,86,27000,13500000,22,168,66,74,69,45,72,64,82,62,68,70,80,93,87,89,72,93,73,60,86,62,69,58,41,71,74,68,77,42,42,37,10,13,14,10,7
"Brais Mendez","Spain",77,86,21000,13500000,22,187,76,74,78,52,76,65,79,74,75,73,80,73,74,70,74,47,73,64,66,69,77,45,55,77,78,62,78,49,49,44,10,5,10,12,8
"Luiz Felipe","Brazil",77,86,35000,12500000,22,187,80,53,22,69,69,32,66,31,35,62,69,77,75,64,78,46,44,67,54,69,26,79,79,28,58,44,58,79,79,79,14,8,13,10,9
"Y. Atal","Algeria",77,86,25000,12500000,23,176,70,77,72,63,75,68,84,69,48,73,80,90,87,81,79,79,68,70,79,68,61,77,72,77,70,59,75,68,74,74,11,12,8,9,7
"J. Grealish","England",77,85,47000,13000000,23,175,68,69,62,36,78,72,80,72,65,71,81,76,74,85,68,82,67,34,69,61,72,48,43,71,78,58,77,43,41,39,11,6,11,10,13
"Jorge Mere","Spain",77,85,22000,12000000,22,182,80,30,22,78,75,33,59,34,33,65,70,69,67,67,76,73,48,81,69,73,27,75,79,25,45,51,63,77,78,77,15,12,11,8,8
"N. Mukiele","France",77,85,30000,12000000,21,185,74,74,30,69,74,35,73,68,33,68,74,75,78,68,69,65,57,85,73,79,52,72,76,59,62,45,70,73,79,81,10,7,14,11,15
"C. Nkunku","France",77,85,34000,13000000,21,179,72,69,74,59,79,59,82,77,69,72,80,78,77,78,74,78,79,59,71,63,74,62,69,76,76,65,72,69,72,70,5,6,10,15,7
"Wendel","Brazil",77,85,11000,13000000,21,180,66,67,61,57,78,70,80,70,64,75,78,76,79,79,76,72,85,62,80,68,83,69,76,69,76,66,82,75,73,69,14,5,13,6,7
"F. Valverde","Uruguay",77,85,86000,13000000,20,182,78,56,67,49,80,43,72,59,48,83,76,66,69,68,75,65,77,44,67,68,77,69,69,66,78,42,80,70,69,53,6,10,6,15,8
"N. Vlasic","Croatia",77,85,1000,13000000,21,178,79,71,69,65,76,66,83,66,58,72,76,77,80,78,73,78,73,55,71,66,69,63,26,72,78,66,77,54,55,37,6,14,15,9,14
"Reguilon","Spain",77,85,14000,11500000,22,178,68,75,43,72,78,45,73,70,43,65,74,79,78,75,75,71,62,66,76,65,54,69,76,67,65,42,70,77,75,74,11,14,9,5,12
"Renan Lodi","Brazil",77,85,31000,12000000,21,173,68,80,64,67,75,59,78,78,57,75,79,86,83,82,78,82,72,74,81,68,68,76,73,69,72,54,77,70,74,73,12,7,11,10,15
"G. Simeone","Argentina",77,84,47000,12500000,23,180,81,40,78,79,68,72,76,69,60,55,76,78,76,75,76,74,79,84,71,70,66,70,24,80,60,71,76,51,29,26,12,15,9,14,11
"A. Sanabria","Paraguay",77,84,18000,12500000,23,180,74,67,78,78,75,67,78,73,64,63,79,75,76,74,74,75,75,76,67,75,65,32,21,79,73,69,76,50,20,15,8,14,9,14,13
"R. Borre","Colombia",77,84,23000,12500000,23,175,71,68,76,73,71,72,77,79,67,61,76,79,79,82,73,74,75,81,86,68,72,72,39,81,72,71,78,46,33,22,11,14,14,11,8
"E. Unal","Turkey",77,84,20000,12500000,22,185,75,56,76,73,74,74,77,68,63,47,75,72,72,74,73,74,85,82,71,84,72,70,29,74,65,80,68,34,33,24,8,14,8,13,13
"M. Pasalic","Croatia",77,84,43000,12500000,24,188,82,68,66,65,79,69,78,69,59,77,80,56,62,70,75,54,78,68,77,76,75,76,72,75,74,61,74,61,72,64,11,13,13,13,14
"P. Bernardoni","France",77,84,15000,9500000,22,190,78,12,13,21,28,17,16,15,18,24,25,31,27,21,63,34,55,70,36,68,16,29,25,15,21,19,55,16,12,18,78,74,73,76,84
